# 
#     *****************************************************************************
#     ***         MC-GPU, version 1.3 (http://code.google.com/p/mcgpu/)         ***
#     ***                                                                       ***
#     ***                     Andreu Badal (Andreu.Badal-Soler@fda.hhs.gov)     ***
#     *****************************************************************************
# 
#  *** SIMULATION IN THE GPU USING CUDA ***
#
#  Image created counting the energy arriving at each pixel: ideal energy integrating detector.
#  Pixel value units: eV/cm^2 per history (energy fluence).
#  Focal spot position = (15.00000000,-45.00000000,15.00000000), cone beam direction = (0.00000000,1.00000000,0.00000000)
#  Pixel size:  0.300000 x 0.300000 = 0.090000 cm^2
#  Number of pixels in X and Z:  300  300
#  (X rows given first, a blank line separates the different Z values)
# 
#  [NON-SCATTERED] [COMPTON] [RAYLEIGH] [MULTIPLE-SCATTING]
# ==========================================================
11.65925325 0.25010433 0.08999424 0.21711027
10.10935252 0.21277786 0.01999872 0.31122804
8.97942489 0.26928527 0.07999488 0.27830632
8.00948701 0.32901872 0.03999744 0.21170149
6.55957987 0.25182258 0.16998911 0.25744928
5.32965865 0.26096169 0.09999360 0.26722175
4.64970220 0.21354820 0.07999488 0.24595657
4.42971629 0.18438115 0.16998911 0.23171825
3.49977585 0.36603864 0.12999167 0.29745037
3.33978609 0.35887358 0.11999231 0.30952213
2.83981812 0.30005894 0.13999103 0.25416735
2.21985782 0.31286588 0.09999360 0.31424907
1.90987768 0.29941829 0.09999360 0.24343118
1.46990586 0.26851870 0.12999167 0.32171748
1.14992635 0.25949704 0.07999488 0.26311028
0.96993788 0.29259444 0.18998783 0.26753614
0.83994620 0.28132962 0.12999167 0.19625041
0.79994877 0.39522670 0.11999231 0.25321138
0.73995261 0.38662677 0.08999424 0.27002143
0.64995837 0.32031741 0.12999167 0.42848324
0.70995453 0.33950942 0.06999552 0.33058650
0.66995709 0.37823155 0.10999296 0.30687188
0.87994364 0.33957132 0.16998911 0.22378649
0.50996734 0.34120098 0.12999167 0.26600251
0.92994044 0.41919569 0.13999103 0.30536769
0.65995773 0.34690910 0.05999616 0.30938692
0.69995517 0.44568186 0.08999424 0.35800195
0.60996093 0.35052165 0.06999552 0.28078199
0.77995005 0.30921938 0.13999103 0.33832231
0.62995965 0.42570750 0.15998975 0.30928754
0.71995389 0.32709287 0.11999231 0.32637149
0.85994492 0.38845476 0.12999167 0.36467573
0.63995901 0.45666949 0.11999231 0.32799112
0.70995453 0.48191608 0.06999552 0.35246229
0.94993916 0.39594026 0.11999231 0.32145182
0.79994877 0.32924845 0.17998847 0.45731829
0.67995645 0.28107274 0.10999296 0.24035706
0.72995325 0.42414924 0.13999103 0.38820693
0.93993980 0.36926874 0.12999167 0.47248050
0.93993980 0.38751929 0.14999039 0.30242665
0.65995773 0.44594156 0.12999167 0.35103183
0.75995133 0.54485637 0.06999552 0.42690568
0.82994684 0.43687166 0.13999103 0.28019245
0.82994684 0.37808180 0.12999167 0.31697918
0.73995261 0.40706863 0.10999296 0.33340631
0.75995133 0.45856869 0.14999039 0.47207310
0.83994620 0.36988030 0.23998463 0.29185495
0.75995133 0.44512163 0.17998847 0.40552606
0.96993788 0.41940303 0.10999296 0.41644389
0.83994620 0.47628006 0.14999039 0.34922317
0.86994428 0.34941401 0.15998975 0.36568713
0.79994877 0.53489571 0.14999039 0.40383915
0.72995325 0.36717260 0.15998975 0.42119059
0.74995197 0.40799580 0.15998975 0.24832442
0.82994684 0.37100227 0.14999039 0.36326991
0.92994044 0.43941638 0.14999039 0.34575212
0.86994428 0.46424431 0.10999296 0.38922781
0.87994364 0.47643163 0.17998847 0.32835519
0.80994812 0.40647577 0.10999296 0.37145800
0.75995133 0.38918773 0.24998399 0.39222402
0.71995389 0.47529612 0.07999488 0.43215137
0.76995069 0.45743706 0.12999167 0.42485957
0.79994877 0.58514001 0.18998783 0.43545051
0.88994300 0.43762801 0.12999167 0.28848106
0.89994236 0.37025353 0.19998719 0.47883140
0.82994684 0.50602990 0.17998847 0.42568379
0.81994748 0.53522433 0.20998655 0.40191771
0.89994236 0.36810675 0.09999360 0.36471354
0.74995197 0.39977708 0.15998975 0.52394797
0.89994236 0.49528509 0.12999167 0.35508829
0.86994428 0.45593092 0.09999360 0.42074616
0.80994812 0.66370011 0.19998719 0.34470063
1.03993339 0.54549525 0.23998463 0.41887055
1.00993532 0.46850733 0.24998399 0.53117489
1.16992507 0.39059694 0.19998719 0.45312271
1.22992123 0.47088602 0.16998911 0.44622126
1.52990201 0.57438548 0.14999039 0.35630883
1.96987383 0.65165669 0.19998719 0.47558102
2.29985270 0.58586733 0.25998335 0.39425203
2.35984886 0.44968060 0.21998591 0.40200909
2.52983797 0.64396769 0.25998335 0.51044724
2.25985526 0.50744556 0.18998783 0.43840800
2.49983989 0.48542525 0.25998335 0.38417142
2.59983349 0.57650329 0.16998911 0.46789256
2.38984694 0.53799204 0.19998719 0.50797654
2.47984117 0.53823506 0.23998463 0.44478439
2.35984886 0.54769518 0.29998079 0.48192425
2.49983989 0.49879360 0.25998335 0.36271543
2.42984437 0.51134847 0.21998591 0.45684445
2.67982836 0.43931305 0.14999039 0.51002001
2.64983028 0.52872585 0.20998655 0.33166931
2.71982580 0.74192307 0.26998271 0.46165031
2.41984501 0.43097418 0.24998399 0.38571083
2.32985078 0.56477631 0.26998271 0.49369704
2.48984053 0.50845653 0.30998015 0.50015976
2.48984053 0.50884332 0.16998911 0.45940722
2.31985142 0.44712334 0.21998591 0.40320219
2.28985334 0.57682633 0.30998015 0.46211693
2.31985142 0.45856509 0.20998655 0.51558055
2.30985206 0.57582877 0.34997758 0.51222185
2.43984373 0.48623895 0.23998463 0.38710222
2.46984181 0.56791135 0.27998207 0.39125440
2.36984822 0.60636859 0.27998207 0.37510008
2.51983861 0.64496461 0.26998271 0.43433828
2.65982964 0.67606327 0.27998207 0.46512590
2.74982388 0.60533676 0.26998271 0.52227853
2.51983861 0.58636590 0.17998847 0.47376941
2.21985782 0.54601644 0.21998591 0.38547891
2.33985014 0.57665567 0.21998591 0.42939840
2.40984565 0.44168043 0.20998655 0.47647591
2.57983477 0.50023619 0.16998911 0.42341210
2.50983925 0.58665923 0.23998463 0.30895944
2.39984630 0.59805374 0.26998271 0.37077411
2.57983477 0.50995588 0.21998591 0.33787532
2.57983477 0.54801601 0.15998975 0.44678576
2.73982452 0.64526414 0.23998463 0.42687946
2.00987127 0.58663787 0.34997758 0.38580976
2.35984886 0.56630380 0.21998591 0.42169463
2.29985270 0.48904217 0.20998655 0.29820415
2.24985590 0.71501327 0.31997951 0.43599600
2.53983733 0.57831226 0.34997758 0.39816555
2.38984694 0.50091872 0.28998143 0.47392953
2.29985270 0.60694298 0.27998207 0.50406646
2.42984437 0.55862823 0.26998271 0.28959758
2.57983477 0.61739811 0.26998271 0.52519532
2.20985846 0.55926813 0.27998207 0.50105556
2.27985398 0.64746135 0.22998527 0.49722031
2.41984501 0.68717762 0.22998527 0.46681492
2.62983157 0.58732739 0.22998527 0.42281269
2.57983477 0.45995656 0.36997630 0.43570471
2.26985462 0.65516344 0.28998143 0.46219746
2.45984245 0.68413816 0.25998335 0.39628344
2.40984565 0.51919273 0.36997630 0.46951779
2.42984437 0.38920495 0.26998271 0.39618650
2.26985462 0.64723591 0.27998207 0.54285643
2.40984565 0.51842681 0.28998143 0.42911514
2.26985462 0.54037140 0.23998463 0.37039313
2.48984053 0.57797309 0.16998911 0.42604339
2.48984053 0.65494252 0.27998207 0.38520234
2.73982452 0.55807330 0.24998399 0.35619720
3.03980531 0.56752665 0.16998911 0.39396183
3.55977200 0.50990268 0.21998591 0.34776245
4.25972717 0.62721273 0.38997502 0.37449392
4.42971629 0.50902451 0.33997823 0.48834529
5.50964712 0.56908248 0.22998527 0.38916313
6.04961254 0.53813057 0.24998399 0.35378733
6.91955682 0.51834942 0.32997887 0.40333404
6.53958115 0.47022785 0.31997951 0.40164772
6.64957411 0.46983059 0.22998527 0.39402116
6.73956835 0.48979815 0.32997887 0.38497090
6.56957923 0.56794112 0.27998207 0.50789874
6.81956322 0.47992087 0.29998079 0.32901253
6.84956130 0.51081352 0.34997758 0.43218230
6.38959076 0.50898276 0.30998015 0.40661676
6.33959396 0.49856034 0.34997758 0.41713443
6.02961382 0.45016217 0.34997758 0.37152635
6.42958820 0.62650284 0.33997823 0.52841369
6.92955618 0.57818904 0.32997887 0.40444786
6.29959653 0.42066038 0.30998015 0.43261012
6.32959460 0.64591013 0.25998335 0.41429415
6.08960997 0.39190778 0.27998207 0.40767907
6.10960869 0.62710169 0.39997438 0.46919084
6.06961126 0.64706577 0.23998463 0.41854778
6.40958948 0.48839254 0.34997758 0.31277535
6.10960869 0.44993627 0.31997951 0.39420641
6.14960613 0.48102048 0.27998207 0.36314809
6.41958884 0.53843223 0.24998399 0.27929226
5.95961830 0.51869451 0.28998143 0.43720154
6.49958372 0.56611923 0.27998207 0.33747850
6.31959524 0.41238323 0.33997823 0.32839999
6.22960101 0.46051726 0.38997502 0.31778614
6.23960037 0.52931943 0.29998079 0.28151196
5.85962470 0.46816547 0.37997566 0.33941349
6.30959588 0.53598579 0.26998271 0.37512004
6.39959012 0.42176145 0.28998143 0.24880056
6.26959845 0.46171717 0.19998719 0.30422653
6.26959845 0.41892145 0.28998143 0.29643763
6.53958115 0.45043590 0.19998719 0.38858831
5.91962086 0.45843300 0.19998719 0.38330861
6.25959909 0.52694426 0.19998719 0.44551701
5.69963495 0.43905438 0.21998591 0.39671779
5.93961958 0.49820213 0.28998143 0.29092363
5.87962342 0.49816050 0.24998399 0.31076439
6.20960229 0.49138972 0.33997823 0.33455291
6.21960165 0.41160761 0.24998399 0.33209752
6.06961126 0.50549165 0.19998719 0.33392958
6.18960357 0.37170522 0.21998591 0.32753748
5.98961638 0.40087474 0.36997630 0.29648130
5.97961702 0.38143613 0.27998207 0.37498630
6.30959588 0.54571448 0.28998143 0.32912004
6.02961382 0.35055255 0.15998975 0.31976750
5.92962022 0.37944095 0.27998207 0.30302057
5.97961702 0.37049956 0.29998079 0.37608900
5.83962599 0.26401731 0.24998399 0.26784096
5.75963111 0.50934395 0.23998463 0.33023784
5.24966377 0.43873436 0.23998463 0.36306037
5.97961702 0.45797066 0.20998655 0.27390146
5.96961766 0.37969266 0.27998207 0.35242064
5.71963367 0.36184016 0.25998335 0.35048713
5.64963815 0.44127060 0.16998911 0.26049212
5.40965352 0.38214362 0.20998655 0.32109203
6.73956835 0.46758902 0.20998655 0.27260692
6.36959204 0.36094177 0.19998719 0.25885046
7.17954017 0.38886505 0.23998463 0.25669292
7.48952031 0.29041138 0.21998591 0.21597415
8.20947420 0.38144398 0.12999167 0.26573586
8.34946524 0.45684472 0.14999039 0.29964988
9.12941528 0.40695397 0.28998143 0.27910443
9.73937622 0.44937822 0.17998847 0.23835773
9.43939543 0.39155815 0.13999103 0.20441440
10.36933587 0.43249124 0.21998591 0.27151575
11.08928976 0.34341477 0.15998975 0.27570865
11.52926158 0.41937103 0.19998719 0.25326008
11.85924044 0.29186821 0.12999167 0.27696851
12.41920458 0.40009639 0.15998975 0.30213835
12.52919753 0.41602732 0.17998847 0.26216515
13.65912516 0.50666424 0.15998975 0.23810996
14.00910275 0.40736165 0.17998847 0.25347283
14.38907841 0.42070937 0.10999296 0.22784262
15.50900668 0.33098356 0.14999039 0.21995499
15.71899323 0.21426416 0.06999552 0.25836221
15.33901757 0.32117894 0.11999231 0.29711375
15.58900156 0.28202894 0.07999488 0.10946783
15.84898491 0.34977523 0.12999167 0.25221098
15.63899836 0.38954415 0.08999424 0.23038228
15.64899772 0.38854852 0.08999424 0.22154601
16.53894072 0.36823772 0.03999744 0.19518518
15.04903614 0.35893175 0.10999296 0.22619415
15.39901373 0.18357716 0.10999296 0.17656325
15.30901949 0.38698212 0.12999167 0.27307866
15.04903614 0.29042000 0.02999808 0.22997358
14.26908610 0.36998365 0.07999488 0.22818833
14.42907585 0.38912681 0.06999552 0.21765890
15.72899259 0.34796932 0.05999616 0.18281674
15.06903486 0.31939023 0.08999424 0.21406736
14.99903935 0.36750707 0.08999424 0.21234087
14.62906304 0.32982068 0.06999552 0.21560311
0.00000000 0.19302575 0.05999616 0.18186314
0.00000000 0.33103977 0.04999680 0.19090900
0.00000000 0.30939031 0.09999360 0.14507347
0.00000000 0.31054342 0.05999616 0.14670209
0.00000000 0.26193147 0.06999552 0.22894210
0.00000000 0.35796968 0.04999680 0.14667800
0.00000000 0.32841973 0.03999744 0.24827295
0.00000000 0.27991610 0.03999744 0.18855064
0.00000000 0.34082682 0.06999552 0.21086857
0.00000000 0.22287084 0.02999808 0.16084250
0.00000000 0.25035088 0.00999936 0.14032254
0.00000000 0.24342257 0.05999616 0.18993271
0.00000000 0.31945122 0.01999872 0.21400320
0.00000000 0.17369554 0.06999552 0.13222642
0.00000000 0.31766902 0.03999744 0.20055149
0.00000000 0.29973124 0.02999808 0.22663750
0.00000000 0.28842677 0.01999872 0.14904130
0.00000000 0.32881788 0.01999872 0.14403153
0.00000000 0.26356769 0.01999872 0.20483613
0.00000000 0.32743525 0.01999872 0.20035198
0.00000000 0.27204570 0.05999616 0.16237039
0.00000000 0.22988804 0.02999808 0.19154887

0.00000000 0.19118690 0.00999936 0.12025344
0.00000000 0.28844683 0.00999936 0.22435377
0.00000000 0.17268315 0.01999872 0.17604002
0.00000000 0.17217800 0.05999616 0.18146114
0.00000000 0.19302808 0.03999744 0.16775664
0.00000000 0.15407884 0.00999936 0.21807015
0.00000000 0.33898499 0.01999872 0.16836839
0.00000000 0.19177201 0.00000000 0.16090844
0.00000000 0.14427744 0.00000000 0.14901531
0.00000000 0.28967211 0.00000000 0.22297221
0.00000000 0.21173602 0.03999744 0.13006238
0.00000000 0.25891905 0.03999744 0.24057854
0.00000000 0.21910134 0.03999744 0.17171999
0.00000000 0.24104159 0.06999552 0.21328662
0.00000000 0.25974248 0.03999744 0.14951399
0.00000000 0.24037662 0.07999488 0.26634926
0.00000000 0.17451033 0.00999936 0.31080890
0.00000000 0.26088483 0.04999680 0.26791336
0.00000000 0.19925044 0.09999360 0.19487519
0.00000000 0.23124138 0.01999872 0.24320853
0.00000000 0.25093355 0.05999616 0.25538278
0.00000000 0.20993066 0.00000000 0.21651807
14.20908994 0.27916579 0.02999808 0.14672348
15.30901949 0.15515103 0.03999744 0.27155880
14.89904575 0.22053517 0.01999872 0.22928373
15.45900989 0.26025391 0.03999744 0.27896883
14.43907521 0.24322992 0.03999744 0.23003255
14.98903999 0.25901606 0.06999552 0.24359697
15.36901565 0.20232301 0.07999488 0.25363315
15.42901181 0.30839994 0.04999680 0.11254181
15.14902974 0.22887326 0.00999936 0.17297554
15.35901629 0.30723320 0.07999488 0.18087721
15.56900284 0.27014611 0.08999424 0.19935061
14.89904575 0.29935770 0.08999424 0.28114658
15.74899131 0.27138390 0.05999616 0.24004543
15.27902141 0.26758266 0.06999552 0.20993796
15.07903422 0.28028017 0.07999488 0.30763414
15.15902910 0.23144996 0.09999360 0.22423232
15.71899323 0.34942628 0.05999616 0.21744925
14.41907649 0.25849088 0.07999488 0.15754269
12.82917832 0.27167152 0.05999616 0.26075919
11.04929232 0.30026024 0.12999167 0.27250763
10.13935060 0.23807372 0.15998975 0.17926384
8.96942553 0.26008774 0.07999488 0.28182641
7.59951327 0.23332251 0.07999488 0.26211398
6.77956578 0.26135360 0.08999424 0.25915272
5.65963751 0.31505934 0.02999808 0.29024767
4.90968555 0.19161689 0.12999167 0.23767486
3.77975792 0.28220940 0.10999296 0.20047984
3.76975856 0.33617341 0.12999167 0.34261672
3.12979954 0.25189756 0.17998847 0.33994485
2.67982836 0.27117779 0.09999360 0.23669004
2.27985398 0.36821041 0.08999424 0.30246668
1.73988856 0.28883778 0.05999616 0.28317108
1.54990073 0.27024561 0.13999103 0.30409294
1.35991290 0.39600032 0.11999231 0.27093537
1.19992315 0.26894674 0.08999424 0.32551643
0.89994236 0.27088678 0.05999616 0.30273890
0.71995389 0.22540217 0.16998911 0.33679643
0.63995901 0.37650402 0.08999424 0.33194957
0.78994941 0.29004363 0.12999167 0.44440313
0.73995261 0.23095473 0.12999167 0.24733492
0.87994364 0.35870444 0.07999488 0.25564772
0.72995325 0.33556401 0.08999424 0.22857022
0.77995005 0.33706633 0.11999231 0.36697168
0.76995069 0.26005247 0.11999231 0.33654929
0.82994684 0.33643666 0.15998975 0.23440675
0.55996414 0.35927615 0.22998527 0.32017745
0.68995581 0.34943973 0.14999039 0.33778263
0.82994684 0.25256956 0.07999488 0.35354469
0.72995325 0.42473374 0.10999296 0.27311053
0.74995197 0.26293902 0.12999167 0.35613868
0.79994877 0.31114839 0.08999424 0.20317007
0.70995453 0.39728106 0.09999360 0.36678576
0.76995069 0.32027518 0.11999231 0.27581629
0.74995197 0.41511474 0.08999424 0.33628515
0.74995197 0.31729028 0.16998911 0.39283843
0.80994812 0.31046006 0.20998655 0.36156135
0.84994556 0.41755001 0.10999296 0.38157933
0.69995517 0.28986873 0.11999231 0.33376611
0.60996093 0.37084966 0.10999296 0.17844089
0.74995197 0.39747754 0.14999039 0.30033975
0.72995325 0.47466477 0.14999039 0.41150242
0.70995453 0.37888200 0.13999103 0.28521010
0.72995325 0.49617266 0.04999680 0.49509728
0.66995709 0.40851795 0.09999360 0.47335906
0.81994748 0.37861522 0.15998975 0.32698343
0.68995581 0.49369900 0.10999296 0.34693960
0.65995773 0.34033848 0.12999167 0.27966705
0.79994877 0.47537693 0.10999296 0.36183733
0.94993916 0.37936141 0.14999039 0.40376824
0.92994044 0.41624556 0.20998655 0.46205848
0.80994812 0.44831482 0.14999039 0.37312990
0.69995517 0.48336556 0.13999103 0.32686754
0.76995069 0.54242719 0.10999296 0.44525567
0.80994812 0.42799243 0.24998399 0.38127635
0.79994877 0.40707202 0.18998783 0.29388624
0.81994748 0.45497579 0.09999360 0.44109609
0.83994620 0.44613075 0.10999296 0.33791047
0.74995197 0.49443387 0.09999360 0.29343014
0.76995069 0.37132170 0.10999296 0.44680098
0.74995197 0.44640555 0.18998783 0.40805605
0.92994044 0.61369910 0.10999296 0.41287214
0.62995965 0.42962252 0.12999167 0.33684301
0.92994044 0.46616078 0.12999167 0.27615472
0.82994684 0.45810202 0.13999103 0.30926443
0.79994877 0.56606028 0.20998655 0.36359239
0.98993660 0.37853340 0.16998911 0.44125622
0.74995197 0.51793134 0.17998847 0.36119286
0.93993980 0.58201348 0.12999167 0.44987290
0.79994877 0.40863006 0.10999296 0.34729595
1.00993532 0.41991812 0.05999616 0.41815246
0.77995005 0.52634721 0.19998719 0.42157748
0.78994941 0.59447374 0.18998783 0.30170264
1.04993275 0.44027238 0.15998975 0.45877782
1.29991674 0.49600325 0.21998591 0.46045406
1.31991546 0.51776360 0.18998783 0.37155426
1.61989625 0.65403267 0.24998399 0.35663249
1.82988280 0.42045962 0.22998527 0.32217248
2.48984053 0.51843430 0.20998655 0.37782511
2.30985206 0.49644365 0.17998847 0.47489056
2.50983925 0.48878063 0.28998143 0.45026607
2.42984437 0.45081579 0.16998911 0.39399325
2.56983541 0.58540886 0.24998399 0.38958331
2.36984822 0.46842826 0.13999103 0.37105039
2.79982068 0.49640726 0.13999103 0.42027401
2.44984309 0.48675353 0.25998335 0.45624937
2.37984758 0.47826446 0.23998463 0.36542309
2.71982580 0.43900419 0.18998783 0.49951026
2.52983797 0.49676840 0.25998335 0.39374321
2.60983285 0.52557120 0.25998335 0.53956393
2.32985078 0.56621973 0.21998591 0.49961832
2.41984501 0.66278445 0.23998463 0.38309133
2.16986103 0.47014909 0.25998335 0.32408791
2.18985974 0.56770893 0.25998335 0.45118298
2.22985718 0.46849464 0.26998271 0.42196564
2.34984950 0.50721937 0.25998335 0.41159597
2.53983733 0.44826785 0.26998271 0.32468143
2.70982644 0.67462226 0.13999103 0.48815775
2.28985334 0.53843440 0.18998783 0.52151220
2.51983861 0.47833064 0.21998591 0.54503109
2.53983733 0.46986566 0.31997951 0.42773810
2.31985142 0.58709940 0.20998655 0.49287870
2.29985270 0.45930815 0.12999167 0.58868728
2.64983028 0.57600579 0.25998335 0.44559922
2.45984245 0.49896389 0.26998271 0.41906655
2.37984758 0.52787019 0.27998207 0.26384155
2.39984630 0.44947745 0.25998335 0.37739747
2.45984245 0.63805545 0.18998783 0.41883159
2.58983413 0.54885706 0.18998783 0.39083614
2.20985846 0.58541831 0.31997951 0.50082131
2.72982516 0.44192639 0.22998527 0.40581976
2.33985014 0.53506547 0.21998591 0.40700061
2.50983925 0.57603751 0.18998783 0.50374165
2.36984822 0.49798641 0.40997374 0.39058859
2.40984565 0.53908359 0.19998719 0.37787240
2.18985974 0.48816883 0.33997823 0.39211313
2.59983349 0.73445731 0.28998143 0.41532456
2.37984758 0.51832437 0.16998911 0.44613368
2.60983285 0.45854500 0.15998975 0.52426212
2.77982196 0.57977523 0.26998271 0.37980768
2.14986231 0.46976746 0.31997951 0.41394834
2.26985462 0.63702204 0.27998207 0.32987384
2.33985014 0.40025703 0.17998847 0.49188737
2.25985526 0.53034623 0.36997630 0.38929940
2.38984694 0.42966158 0.31997951 0.31270210
2.24985590 0.61867518 0.31997951 0.28741923
2.18985974 0.58896561 0.27998207 0.40839517
2.23985654 0.48949960 0.20998655 0.38454523
2.14986231 0.45011911 0.32997887 0.46004518
2.45984245 0.63538090 0.24998399 0.44512170
2.38984694 0.45978919 0.25998335 0.41426850
2.61983221 0.54085574 0.31997951 0.45214494
2.32985078 0.50962728 0.28998143 0.42616189
2.49983989 0.55024922 0.24998399 0.55597302
2.58983413 0.60585680 0.33997823 0.40498939
2.42984437 0.58697896 0.29998079 0.38050272
2.11986423 0.65655859 0.31997951 0.44141794
2.16986103 0.69637302 0.23998463 0.29629934
2.21985782 0.52794414 0.26998271 0.35858264
2.62983157 0.54955973 0.35997694 0.34978156
2.95981043 0.45925802 0.35997694 0.41265136
3.15979762 0.48122833 0.26998271 0.43187863
3.67976432 0.49811084 0.32997887 0.38377313
4.85968875 0.50842378 0.29998079 0.45501648
5.40965352 0.59694248 0.34997758 0.39949864
6.28959717 0.67499328 0.28998143 0.39537327
6.82956258 0.61753610 0.33997823 0.39302384
6.11960805 0.46869358 0.21998591 0.42611999
6.33959396 0.54887299 0.31997951 0.26893630
6.53958115 0.63621067 0.19998719 0.38085670
6.63957475 0.49836297 0.32997887 0.43175423
6.61957603 0.44065175 0.28998143 0.36537780
6.63957475 0.53933236 0.31997951 0.47771296
6.41958884 0.52822767 0.33997823 0.37667906
6.24959973 0.56771670 0.29998079 0.42381116
6.16960485 0.46941871 0.29998079 0.36006280
6.08960997 0.52921907 0.29998079 0.31127422
6.43958756 0.55635396 0.32997887 0.39905400
6.48958436 0.57737915 0.25998335 0.46264582
6.22960101 0.57674417 0.31997951 0.38355939
6.37959140 0.69833342 0.27998207 0.43431001
6.59957731 0.50818886 0.43997182 0.32436662
6.23960037 0.53950605 0.22998527 0.45917388
6.24959973 0.43168402 0.26998271 0.34400957
6.22960101 0.53005122 0.22998527 0.39494168
6.08960997 0.57855053 0.28998143 0.41624793
5.81962727 0.69513584 0.32997887 0.33832298
6.21960165 0.44931849 0.33997823 0.39262681
6.40958948 0.55869767 0.23998463 0.40663147
6.62957539 0.51745875 0.27998207 0.31768238
6.21960165 0.41151609 0.37997566 0.43602880
6.32959460 0.49006746 0.24998399 0.29773248
6.02961382 0.42934283 0.30998015 0.43390244
6.14960613 0.51056658 0.27998207 0.36192559
5.73963239 0.54854817 0.38997502 0.32041840
6.52958180 0.43082638 0.34997758 0.35184718
6.12960741 0.42163657 0.25998335 0.35636368
6.23960037 0.46999965 0.17998847 0.23814490
6.55957987 0.45913598 0.23998463 0.32910256
5.77962983 0.43867283 0.24998399 0.38437382
6.44958692 0.47891202 0.34997758 0.29142328
5.77962983 0.54106911 0.25998335 0.31957417
6.11960805 0.42714940 0.22998527 0.35840172
6.38959076 0.41989532 0.33997823 0.38345270
6.24959973 0.38130976 0.26998271 0.36192056
6.18960357 0.51584678 0.23998463 0.39609704
5.76963047 0.51464547 0.37997566 0.34128438
6.46958564 0.43923492 0.31997951 0.38656432
5.41965288 0.36967437 0.23998463 0.31975029
6.24959973 0.47944753 0.32997887 0.25142144
6.01961446 0.42142777 0.30998015 0.33215118
5.90962150 0.59654104 0.28998143 0.33825054
5.86962406 0.44070359 0.37997566 0.30586003
6.23960037 0.39181711 0.23998463 0.28966774
6.10960869 0.44780873 0.28998143 0.29951624
5.73963239 0.32118393 0.23998463 0.24495906
5.80962791 0.45890722 0.25998335 0.31310661
5.49964776 0.55734033 0.23998463 0.30656016
5.78962919 0.48847465 0.30998015 0.23541337
5.75963111 0.47039393 0.20998655 0.29907281
5.44965096 0.47546159 0.19998719 0.20415235
6.52958180 0.43949901 0.18998783 0.33483412
6.79956450 0.39793748 0.19998719 0.26534117
6.49958372 0.38880343 0.19998719 0.31089422
7.29953248 0.48757922 0.19998719 0.19364556
7.69950686 0.44723624 0.20998655 0.30745669
8.91942873 0.46060112 0.15998975 0.31475493
8.98942425 0.42815842 0.20998655 0.29263705
9.29940439 0.40923764 0.14999039 0.33091803
9.79937237 0.43800473 0.18998783 0.27885653
10.37933523 0.34955702 0.14999039 0.18465673
10.81930705 0.41885067 0.16998911 0.34939144
10.88930257 0.41013885 0.14999039 0.30065568
11.82924236 0.23341761 0.15998975 0.26715724
12.26921419 0.33234907 0.08999424 0.29199765
12.86917576 0.36084334 0.10999296 0.21824356
13.80911556 0.45670812 0.11999231 0.22316874
13.90910915 0.33286508 0.12999167 0.20379097
14.66906048 0.42893338 0.14999039 0.20802664
15.70899388 0.38903926 0.14999039 0.26827354
15.81898683 0.33106100 0.08999424 0.21564051
15.40901309 0.27259678 0.08999424 0.30029298
15.73899195 0.28242655 0.06999552 0.38727785
15.26902205 0.34085833 0.16998911 0.22521123
16.14896570 0.25241630 0.07999488 0.23128705
15.39901373 0.38974074 0.09999360 0.22082501
15.65899708 0.27133025 0.10999296 0.21916392
15.34901693 0.31206940 0.09999360 0.16857560
14.79905215 0.40893302 0.05999616 0.20619948
15.39901373 0.32937862 0.02999808 0.20813930
15.33901757 0.40707294 0.09999360 0.09241058
15.37901501 0.28200103 0.05999616 0.16439390
15.23902398 0.35061555 0.02999808 0.21077607
14.68905920 0.35798238 0.07999488 0.17783358
14.56906688 0.35777401 0.04999680 0.24282451
14.84904895 0.29938205 0.06999552 0.22218321
14.68905920 0.26107547 0.07999488 0.21977442
0.00000000 0.29113979 0.04999680 0.24927831
0.00000000 0.33069714 0.06999552 0.19676476
0.00000000 0.31346374 0.03999744 0.21795707
0.00000000 0.28070310 0.01999872 0.14432365
0.00000000 0.28971051 0.03999744 0.20438755
0.00000000 0.31875872 0.08999424 0.23494729
0.00000000 0.32895284 0.04999680 0.17656585
0.00000000 0.28062083 0.06999552 0.21218069
0.00000000 0.21960287 0.03999744 0.19122687
0.00000000 0.31892470 0.04999680 0.12903337
0.00000000 0.28064193 0.04999680 0.13901143
0.00000000 0.30909851 0.00000000 0.19295883
0.00000000 0.28142392 0.04999680 0.17823547
0.00000000 0.30070627 0.06999552 0.22187621
0.00000000 0.32696314 0.00999936 0.17764537
0.00000000 0.18420703 0.01999872 0.18549714
0.00000000 0.24070427 0.05999616 0.17982801
0.00000000 0.22281675 0.02999808 0.14687243
0.00000000 0.20149002 0.01999872 0.11717245
0.00000000 0.33720763 0.01999872 0.16933114
0.00000000 0.24190279 0.03999744 0.15421196
0.00000000 0.28846665 0.00999936 0.19530063

0.00000000 0.18214187 0.03999744 0.22755011
0.00000000 0.21120949 0.04999680 0.19890413
0.00000000 0.13363422 0.01999872 0.12782518
0.00000000 0.15322503 0.00999936 0.20477206
0.00000000 0.11595717 0.00999936 0.15288923
0.00000000 0.13659058 0.01999872 0.18018927
0.00000000 0.17434160 0.03999744 0.16478770
